Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Male,Loyal Customer,41,Business travel,Business,456,1,1,2,1,2,5,5,5,5,5,5,5,5,3,0,0.0,satisfied
Female,Loyal Customer,58,Business travel,Business,134,1,1,1,1,4,5,5,4,4,4,5,5,4,4,17,17.0,satisfied
Female,Loyal Customer,26,Business travel,Business,879,2,5,5,5,2,2,2,2,4,2,3,1,3,2,26,16.0,neutral or dissatisfied
Male,Loyal Customer,33,Business travel,Business,2448,3,3,3,3,4,4,4,4,4,4,4,3,4,4,12,9.0,satisfied
Male,Loyal Customer,17,Personal Travel,Eco,292,1,4,1,2,3,1,3,3,3,3,4,5,5,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,56,Business travel,Business,3846,5,2,5,5,2,4,5,4,4,5,4,5,4,5,0,0.0,satisfied
Female,disloyal Customer,26,Business travel,Business,867,3,3,3,4,5,3,2,5,3,4,4,5,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,50,Business travel,Business,1894,2,2,2,2,2,2,2,2,2,2,2,4,2,3,15,4.0,neutral or dissatisfied
Male,Loyal Customer,49,Business travel,Business,1197,1,1,1,1,3,5,5,4,4,5,4,5,4,3,0,5.0,satisfied
Male,Loyal Customer,42,Business travel,Business,2023,2,2,4,2,4,5,4,4,4,4,4,4,4,4,31,20.0,satisfied
Female,Loyal Customer,9,Business travel,Business,1547,2,2,2,2,5,5,5,5,5,5,4,3,4,5,0,0.0,satisfied
Female,disloyal Customer,25,Business travel,Business,1379,3,0,3,2,2,3,2,2,3,2,5,3,4,2,13,16.0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Business,2107,4,4,4,4,4,3,3,4,4,4,4,3,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,38,Personal Travel,Eco,280,3,4,3,3,3,3,3,3,3,3,5,5,4,3,7,0.0,neutral or dissatisfied
Male,Loyal Customer,38,Business travel,Eco,109,5,1,1,1,5,5,5,5,1,5,5,1,5,5,0,0.0,satisfied
Male,Loyal Customer,35,Business travel,Eco,866,3,1,1,1,3,4,3,3,1,2,3,2,5,3,8,40.0,satisfied
Male,Loyal Customer,68,Personal Travel,Eco,210,4,2,0,3,5,0,5,5,4,4,4,1,3,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,62,Personal Travel,Eco,1075,2,4,2,1,5,2,5,5,3,4,4,4,5,5,88,88.0,neutral or dissatisfied
Female,Loyal Customer,50,Business travel,Business,1337,4,4,4,4,5,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
Male,Loyal Customer,31,Personal Travel,Business,216,1,0,1,5,4,1,4,4,5,5,1,1,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Eco,86,1,2,2,2,1,3,3,2,2,1,2,1,2,4,26,34.0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Business,1892,4,4,2,4,2,3,5,5,5,5,5,3,5,5,28,14.0,satisfied
Female,Loyal Customer,41,Personal Travel,Eco Plus,432,0,4,0,3,4,5,5,4,4,0,4,4,4,4,0,0.0,satisfied
Male,Loyal Customer,31,Business travel,Eco,341,3,3,3,3,5,5,5,5,3,3,1,2,3,5,0,0.0,satisfied
Male,Loyal Customer,14,Personal Travel,Eco,1269,5,5,5,5,5,5,5,5,4,3,4,4,5,5,6,0.0,satisfied
Female,disloyal Customer,24,Business travel,Eco,227,1,4,1,2,3,1,1,3,5,5,4,5,5,3,4,1.0,neutral or dissatisfied
Male,Loyal Customer,24,Personal Travel,Eco,873,2,4,2,1,4,2,4,4,2,3,4,4,5,4,92,107.0,neutral or dissatisfied
Male,Loyal Customer,62,Business travel,Business,1863,2,2,2,2,2,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
Female,Loyal Customer,49,Personal Travel,Eco,705,2,5,2,3,2,5,5,1,1,2,5,5,1,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,54,Personal Travel,Eco,315,1,5,1,2,3,4,5,2,2,1,2,4,2,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,35,Business travel,Eco,1133,3,3,3,3,5,3,3,5,2,4,2,4,3,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,47,Personal Travel,Eco Plus,2065,4,5,4,4,2,4,4,4,4,4,4,5,4,5,5,23.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Eco Plus,2075,3,4,5,5,3,3,3,3,2,4,3,1,4,3,5,12.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,1524,1,1,5,1,4,5,5,4,4,4,4,5,4,4,13,26.0,satisfied
Female,Loyal Customer,60,Business travel,Business,1024,3,3,3,3,3,4,4,5,5,5,5,5,5,5,0,16.0,satisfied
Female,disloyal Customer,22,Business travel,Eco,447,1,0,1,4,1,1,1,1,3,5,4,5,5,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,266,3,3,3,3,2,5,3,4,4,4,4,4,4,5,19,0.0,satisfied
Female,Loyal Customer,55,Business travel,Business,77,2,2,2,2,4,3,5,5,5,5,5,2,5,5,0,0.0,satisfied
Male,Loyal Customer,10,Personal Travel,Eco,166,2,4,2,1,5,2,5,5,4,4,4,5,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,55,Business travel,Business,3766,4,2,4,4,3,3,3,5,4,5,4,3,5,3,185,158.0,satisfied
Female,Loyal Customer,66,Personal Travel,Eco,689,4,4,4,3,4,5,5,5,5,4,5,3,5,3,3,0.0,neutral or dissatisfied
Male,Loyal Customer,29,Business travel,Eco,2556,1,5,5,5,1,1,1,1,2,5,3,4,3,1,0,0.0,neutral or dissatisfied
Female,disloyal Customer,28,Business travel,Eco,758,3,3,3,3,3,3,3,3,3,5,4,4,3,3,12,7.0,neutral or dissatisfied
Male,Loyal Customer,26,Business travel,Business,1621,1,1,1,1,1,1,1,1,4,4,4,3,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Business,3897,1,1,1,1,3,4,5,5,5,5,5,3,5,4,33,37.0,satisfied
Male,Loyal Customer,66,Personal Travel,Eco,588,3,4,3,1,4,3,4,4,5,4,5,5,5,4,0,0.0,neutral or dissatisfied
Male,disloyal Customer,28,Business travel,Eco,912,2,2,2,3,2,2,2,2,1,1,3,1,3,2,1,22.0,neutral or dissatisfied
Male,Loyal Customer,16,Personal Travel,Eco,1660,3,4,3,1,4,3,4,4,3,3,5,4,5,4,0,3.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,1836,1,1,1,1,2,5,5,5,5,5,5,4,5,4,61,61.0,satisfied
Female,Loyal Customer,41,Personal Travel,Eco,1514,4,3,4,4,1,4,1,1,1,2,4,4,3,1,0,36.0,neutral or dissatisfied
Male,Loyal Customer,38,Business travel,Business,125,2,5,5,5,3,3,4,2,2,2,2,4,2,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,52,Personal Travel,Eco,641,4,5,4,1,1,3,3,3,3,4,5,4,3,4,2,2.0,satisfied
Male,disloyal Customer,26,Business travel,Eco,620,4,0,4,1,2,4,2,2,1,5,3,2,1,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,8,Personal Travel,Eco,140,3,1,3,4,4,3,4,4,1,5,4,1,4,4,11,6.0,neutral or dissatisfied
Female,disloyal Customer,9,Business travel,Business,644,3,3,3,3,1,3,1,1,3,3,3,2,2,1,1,10.0,neutral or dissatisfied
Male,Loyal Customer,60,Business travel,Business,3173,3,3,3,3,5,4,4,4,4,4,5,3,4,4,0,3.0,satisfied
Male,Loyal Customer,37,Personal Travel,Eco,372,2,4,3,4,5,3,5,5,2,3,3,4,4,5,2,4.0,neutral or dissatisfied
Female,Loyal Customer,48,Personal Travel,Eco,683,3,5,3,3,2,4,5,3,3,3,3,3,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,30,Personal Travel,Eco,1535,2,5,2,2,1,2,1,1,5,5,4,4,5,1,11,0.0,neutral or dissatisfied
Female,Loyal Customer,30,Personal Travel,Eco,308,3,5,3,3,2,3,2,2,5,2,5,3,4,2,0,8.0,neutral or dissatisfied
Male,disloyal Customer,37,Business travel,Eco Plus,1028,1,1,1,2,5,1,5,5,5,5,3,4,3,5,9,3.0,neutral or dissatisfied
Female,Loyal Customer,35,Business travel,Eco,1372,3,4,4,4,3,3,3,3,1,5,4,3,1,3,0,0.0,satisfied
Female,Loyal Customer,38,Business travel,Business,862,2,2,2,2,2,5,4,2,2,2,2,3,2,3,25,27.0,satisfied
Female,disloyal Customer,29,Business travel,Business,930,3,3,3,1,3,3,3,3,4,4,5,4,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,58,Business travel,Business,1201,4,4,2,4,4,1,2,4,4,4,4,1,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,48,Business travel,Eco,328,3,1,1,1,3,3,3,3,4,4,3,3,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,56,Business travel,Business,109,3,3,3,3,5,5,4,5,5,5,5,3,5,5,0,0.0,satisfied
Male,Loyal Customer,62,Personal Travel,Eco,438,2,1,2,4,5,2,3,5,1,4,4,1,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,56,Business travel,Business,4000,1,1,1,1,4,5,3,4,4,4,4,1,4,5,47,55.0,satisfied
Female,Loyal Customer,10,Personal Travel,Eco,1454,2,2,2,2,5,2,5,5,4,3,2,2,3,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,58,Personal Travel,Eco,399,3,2,3,2,3,2,3,5,5,3,5,4,5,1,0,0.0,neutral or dissatisfied
Male,disloyal Customer,9,Business travel,Eco,936,4,4,4,3,3,4,3,3,1,2,3,2,3,3,7,30.0,neutral or dissatisfied
Male,Loyal Customer,54,Business travel,Business,2611,2,2,2,2,2,3,5,4,4,4,4,5,4,5,0,14.0,satisfied
Female,Loyal Customer,37,Business travel,Eco Plus,304,2,5,5,5,2,2,2,2,3,3,3,2,3,2,6,5.0,neutral or dissatisfied
Male,Loyal Customer,63,Business travel,Business,143,1,1,1,1,4,3,2,5,5,5,4,5,5,3,0,27.0,satisfied
Female,Loyal Customer,64,Business travel,Business,1591,5,5,5,5,3,4,4,5,5,5,5,3,5,4,3,0.0,satisfied
Female,Loyal Customer,20,Personal Travel,Eco Plus,391,2,5,2,3,2,2,2,2,1,5,5,1,4,2,48,33.0,neutral or dissatisfied
Female,Loyal Customer,29,Business travel,Business,2811,2,3,3,3,2,2,2,2,2,1,3,2,4,2,0,7.0,neutral or dissatisfied
Female,Loyal Customer,52,Personal Travel,Eco,460,4,4,4,3,1,3,3,2,2,4,2,4,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,36,Business travel,Eco Plus,216,4,4,4,4,4,4,4,4,4,3,2,1,3,4,10,13.0,satisfied
Female,Loyal Customer,45,Business travel,Business,2710,3,3,3,3,4,5,1,4,4,4,4,2,4,3,9,0.0,satisfied
Female,Loyal Customer,44,Business travel,Eco,189,5,3,3,3,4,5,1,5,5,5,5,1,5,2,0,0.0,satisfied
Female,disloyal Customer,25,Business travel,Eco,1188,2,2,2,4,5,2,5,5,4,2,3,1,4,5,0,12.0,neutral or dissatisfied
Female,disloyal Customer,22,Business travel,Business,372,5,0,5,2,1,5,1,1,3,3,4,4,4,1,0,0.0,satisfied
Female,Loyal Customer,46,Business travel,Business,3335,0,0,0,5,3,4,4,5,5,5,5,3,5,4,1,0.0,satisfied
Female,Loyal Customer,11,Personal Travel,Eco,599,2,1,2,4,4,2,4,4,2,5,3,1,3,4,0,0.0,neutral or dissatisfied
Male,disloyal Customer,21,Business travel,Eco,444,2,4,2,2,4,2,4,4,5,2,4,5,4,4,7,2.0,neutral or dissatisfied
Male,Loyal Customer,58,Business travel,Business,2767,1,2,2,2,2,4,4,1,1,1,1,3,1,1,36,60.0,neutral or dissatisfied
Male,Loyal Customer,30,Business travel,Business,1475,1,1,1,1,5,5,5,5,4,1,4,4,4,5,0,0.0,satisfied
Male,Loyal Customer,17,Business travel,Eco,1183,2,4,4,4,2,1,3,2,4,5,4,2,3,2,19,25.0,neutral or dissatisfied
Male,Loyal Customer,33,Business travel,Business,3223,2,2,2,2,2,2,2,2,5,5,5,5,4,2,62,50.0,satisfied
Male,Loyal Customer,45,Personal Travel,Eco Plus,508,3,4,3,3,3,3,2,3,3,4,5,5,5,3,29,20.0,neutral or dissatisfied
Male,Loyal Customer,46,Personal Travel,Eco Plus,127,2,1,2,3,2,2,2,2,3,2,4,2,3,2,0,0.0,neutral or dissatisfied
Male,disloyal Customer,30,Business travel,Eco,978,3,3,3,3,1,3,1,1,1,1,3,1,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,57,Business travel,Business,282,5,5,5,5,4,4,4,5,3,5,4,4,4,4,204,202.0,satisfied
Male,Loyal Customer,70,Personal Travel,Eco,802,2,1,2,4,3,2,3,3,3,2,3,4,3,3,0,9.0,neutral or dissatisfied
Female,Loyal Customer,54,Business travel,Business,3892,5,5,4,5,4,4,5,4,4,4,4,4,4,5,0,0.0,satisfied
Male,Loyal Customer,22,Personal Travel,Eco Plus,896,3,4,3,3,4,3,2,4,2,2,2,3,3,4,19,28.0,neutral or dissatisfied
Male,Loyal Customer,49,Business travel,Eco,627,2,2,2,2,2,2,2,2,4,5,4,1,3,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,21,Business travel,Eco,1372,3,3,3,1,5,3,3,5,5,2,5,4,5,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,3108,5,5,5,5,3,5,5,5,5,5,5,5,5,3,48,39.0,satisfied
Female,disloyal Customer,22,Business travel,Business,190,0,4,1,1,4,1,2,4,3,2,4,4,4,4,0,0.0,satisfied
Male,Loyal Customer,23,Business travel,Business,2761,3,4,4,4,3,3,3,2,3,3,3,3,1,3,200,204.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,2628,3,3,3,3,5,5,4,4,4,4,4,5,4,3,109,116.0,satisfied
Male,disloyal Customer,44,Business travel,Business,894,4,4,4,3,2,4,2,2,3,3,3,4,4,2,17,20.0,satisfied
Female,disloyal Customer,22,Business travel,Eco,134,2,2,2,3,5,2,2,5,3,1,3,1,3,5,103,114.0,neutral or dissatisfied
Male,Loyal Customer,29,Business travel,Business,628,2,2,2,2,2,2,2,2,1,3,3,2,4,2,38,29.0,neutral or dissatisfied
Female,Loyal Customer,16,Personal Travel,Eco,550,2,2,2,3,1,2,4,1,2,4,3,1,4,1,17,18.0,neutral or dissatisfied
Male,Loyal Customer,44,Business travel,Business,373,5,5,5,5,2,4,5,4,4,4,4,5,4,2,4,22.0,satisfied
Male,disloyal Customer,32,Business travel,Business,762,1,1,1,4,4,1,4,4,3,3,5,5,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,20,Personal Travel,Eco,888,3,5,3,2,2,3,2,2,4,3,5,4,5,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,1506,2,2,2,2,4,4,4,4,4,4,4,4,4,3,13,0.0,satisfied
Male,Loyal Customer,40,Business travel,Business,671,4,4,4,4,5,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
Female,Loyal Customer,41,Business travel,Eco,192,4,1,2,1,4,4,4,4,2,2,3,3,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,32,Personal Travel,Eco,594,4,3,4,4,5,4,4,5,2,2,3,4,3,5,4,5.0,neutral or dissatisfied
Male,Loyal Customer,59,Business travel,Business,600,1,1,1,1,3,5,5,5,5,5,5,3,5,3,0,2.0,satisfied
Female,Loyal Customer,27,Personal Travel,Eco,882,3,3,2,3,3,2,4,3,2,1,4,1,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,48,Personal Travel,Eco,301,3,4,3,4,4,5,4,5,5,3,5,3,5,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,70,Personal Travel,Eco,1076,4,4,4,5,5,4,5,4,4,4,5,4,4,4,18,21.0,neutral or dissatisfied
Male,Loyal Customer,55,Business travel,Eco,2521,4,4,4,4,4,4,4,3,3,1,2,4,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,53,Personal Travel,Eco,432,3,5,3,3,5,3,2,5,5,4,5,5,5,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Business,723,1,1,3,1,2,5,4,4,4,4,4,3,4,3,17,9.0,satisfied
Male,Loyal Customer,22,Business travel,Business,534,3,3,3,3,5,5,5,5,5,2,2,3,5,5,0,0.0,satisfied
Male,Loyal Customer,57,Personal Travel,Eco,500,3,3,1,3,5,1,5,5,2,5,4,2,4,5,44,31.0,neutral or dissatisfied
Male,Loyal Customer,49,Personal Travel,Eco,692,3,4,3,5,4,3,4,4,5,4,4,3,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,8,Personal Travel,Eco,405,2,3,1,4,4,1,4,4,1,2,1,3,1,4,11,30.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Eco,802,3,4,4,4,3,4,3,3,3,3,3,4,3,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,56,Business travel,Eco,238,2,4,2,1,2,2,2,2,5,4,4,4,3,2,0,2.0,neutral or dissatisfied
Male,Loyal Customer,44,Personal Travel,Eco,601,1,4,1,5,4,1,4,4,1,1,1,1,5,4,1,0.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,502,3,3,3,3,3,4,4,4,4,4,4,5,4,5,7,0.0,satisfied
Female,Loyal Customer,10,Personal Travel,Eco Plus,1192,2,4,2,1,5,2,5,5,4,5,4,3,4,5,6,17.0,neutral or dissatisfied
Male,Loyal Customer,10,Personal Travel,Eco,1084,2,5,1,3,5,1,2,5,4,4,5,4,5,5,3,0.0,neutral or dissatisfied
Female,Loyal Customer,13,Personal Travel,Eco,164,2,4,2,3,2,1,1,5,5,5,5,1,5,1,291,317.0,neutral or dissatisfied
Female,Loyal Customer,59,Business travel,Business,2139,2,1,1,1,4,3,3,2,2,2,2,2,2,4,42,21.0,neutral or dissatisfied
Female,Loyal Customer,54,Personal Travel,Eco,363,4,4,4,3,3,5,5,5,5,4,5,3,5,5,0,0.0,satisfied
Female,disloyal Customer,36,Business travel,Eco,231,3,1,2,3,1,2,1,1,2,5,4,3,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,49,Personal Travel,Eco,179,2,5,2,4,2,2,3,3,2,4,4,3,3,3,152,162.0,neutral or dissatisfied
Male,Loyal Customer,19,Personal Travel,Eco,1085,4,4,4,1,4,4,4,4,4,4,5,3,5,4,1,12.0,neutral or dissatisfied
Male,disloyal Customer,27,Business travel,Business,234,2,2,2,4,2,2,5,2,4,4,4,4,4,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,38,Business travel,Business,414,5,5,5,4,2,5,2,2,3,5,5,3,4,2,0,0.0,satisfied
Male,disloyal Customer,26,Business travel,Eco,978,2,2,2,3,3,2,3,3,1,3,4,3,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,23,Personal Travel,Eco,201,3,3,3,3,5,3,5,5,2,1,3,1,4,5,0,0.0,neutral or dissatisfied
Female,disloyal Customer,41,Business travel,Business,1598,2,2,2,2,4,2,4,4,5,3,4,3,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,55,Business travel,Business,486,5,5,5,5,5,4,5,4,4,4,4,5,4,5,9,4.0,satisfied
Male,Loyal Customer,27,Business travel,Business,2773,1,0,0,4,2,0,2,2,3,3,3,2,3,2,7,6.0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Business,731,4,4,4,4,3,5,5,5,5,5,5,3,5,3,7,0.0,satisfied
Male,Loyal Customer,24,Business travel,Business,2691,5,5,5,5,5,5,5,5,3,3,1,3,1,5,34,21.0,satisfied
Male,Loyal Customer,62,Personal Travel,Eco Plus,1345,4,4,4,5,2,4,2,2,4,3,5,3,5,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,33,Business travel,Eco,67,4,5,5,5,4,5,4,4,3,3,1,4,3,4,0,0.0,satisfied
Female,Loyal Customer,41,Personal Travel,Eco,86,2,3,2,2,2,2,2,2,3,5,1,5,5,2,0,0.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Eco,397,2,3,2,3,5,2,5,5,2,5,5,1,2,5,87,103.0,neutral or dissatisfied
Male,Loyal Customer,56,Business travel,Business,2314,3,3,3,3,4,1,2,4,4,4,4,4,4,4,0,6.0,satisfied
Female,Loyal Customer,46,Business travel,Business,302,5,5,5,5,2,5,5,5,5,5,5,5,5,4,50,42.0,satisfied
Male,Loyal Customer,42,Business travel,Business,3363,5,5,1,5,5,5,5,5,5,5,5,5,5,3,0,0.0,satisfied
Male,Loyal Customer,51,Personal Travel,Eco,541,1,3,3,4,5,3,5,5,1,3,3,3,4,5,36,92.0,neutral or dissatisfied
Female,Loyal Customer,25,Business travel,Business,1119,4,4,4,4,5,5,5,5,5,3,5,5,5,5,29,11.0,satisfied
Male,Loyal Customer,49,Business travel,Business,237,4,5,3,5,4,2,2,4,4,4,4,4,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,35,Personal Travel,Eco,510,1,4,5,2,1,5,1,1,2,2,4,5,2,1,48,35.0,neutral or dissatisfied
Male,disloyal Customer,25,Business travel,Eco,883,4,4,4,3,2,4,2,2,1,2,3,1,4,2,0,9.0,neutral or dissatisfied
Male,Loyal Customer,68,Personal Travel,Eco Plus,588,2,5,3,2,2,3,2,2,4,4,5,4,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,47,Personal Travel,Eco,228,2,5,0,3,5,0,5,5,5,2,4,4,4,5,66,42.0,neutral or dissatisfied
Male,Loyal Customer,8,Personal Travel,Eco,867,2,5,2,4,1,2,1,1,4,5,1,5,1,1,0,8.0,neutral or dissatisfied
Male,disloyal Customer,29,Business travel,Business,1070,5,5,5,5,3,0,3,3,4,3,4,5,5,3,2,0.0,satisfied
Male,Loyal Customer,13,Personal Travel,Eco,401,2,5,2,1,2,2,1,2,3,4,5,4,5,2,116,100.0,neutral or dissatisfied
Female,disloyal Customer,21,Business travel,Eco,231,2,0,2,3,1,2,1,1,4,2,4,3,5,1,0,0.0,neutral or dissatisfied
Male,disloyal Customer,38,Business travel,Business,265,1,1,1,3,1,1,1,1,3,5,4,3,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,57,Business travel,Business,226,1,1,2,1,5,5,4,5,5,4,5,5,5,5,45,40.0,satisfied
Female,Loyal Customer,53,Business travel,Business,3942,5,5,5,5,3,2,5,5,5,5,5,4,5,2,88,124.0,satisfied
Male,Loyal Customer,62,Personal Travel,Eco,641,3,5,3,3,3,3,3,3,4,4,4,3,4,3,2,5.0,neutral or dissatisfied
Female,Loyal Customer,53,Business travel,Business,2419,4,4,4,4,2,5,4,4,4,4,4,4,4,3,0,0.0,satisfied
Female,Loyal Customer,47,Business travel,Business,3070,1,1,1,1,2,5,3,4,4,5,4,4,4,5,6,1.0,satisfied
Female,Loyal Customer,52,Business travel,Business,1616,4,4,4,4,4,5,4,4,4,4,4,5,4,4,7,0.0,satisfied
Female,Loyal Customer,32,Business travel,Business,3802,3,3,3,3,5,4,5,5,1,5,1,2,3,5,0,0.0,satisfied
Female,disloyal Customer,24,Business travel,Eco,589,1,3,1,1,4,1,4,4,4,1,4,5,4,4,5,18.0,neutral or dissatisfied
Female,disloyal Customer,24,Business travel,Eco,1204,2,2,2,1,2,2,2,2,3,4,4,4,5,2,0,10.0,neutral or dissatisfied
Female,Loyal Customer,63,Personal Travel,Eco,329,1,1,1,3,3,3,3,1,1,1,1,4,1,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Eco,1576,3,4,4,4,3,3,3,3,3,1,3,4,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,35,Personal Travel,Eco Plus,468,2,4,2,4,2,2,2,2,5,2,5,4,5,2,0,1.0,neutral or dissatisfied
Male,Loyal Customer,49,Personal Travel,Eco,507,3,4,3,2,5,3,5,5,4,3,5,4,5,5,2,0.0,neutral or dissatisfied
Female,Loyal Customer,56,Business travel,Business,2181,4,4,4,4,2,4,5,4,4,4,4,5,4,3,19,20.0,satisfied
Female,Loyal Customer,37,Business travel,Business,1935,1,1,1,1,2,4,5,5,5,5,5,3,5,4,0,0.0,satisfied
Female,Loyal Customer,40,Business travel,Business,900,4,1,1,1,3,3,4,4,4,4,4,4,4,2,0,0.0,neutral or dissatisfied
Male,disloyal Customer,30,Business travel,Eco,496,3,4,3,3,5,3,5,5,4,3,3,2,4,5,76,60.0,neutral or dissatisfied
Male,disloyal Customer,51,Business travel,Business,588,4,4,4,3,2,4,1,2,4,5,4,3,4,2,8,0.0,satisfied
Female,Loyal Customer,53,Business travel,Business,2432,2,2,2,2,5,5,4,2,2,2,2,5,2,5,4,8.0,satisfied
Male,Loyal Customer,42,Business travel,Business,1713,5,5,5,5,2,5,5,3,3,3,3,4,3,4,22,0.0,satisfied
Female,Loyal Customer,24,Business travel,Eco,257,3,1,1,1,3,3,4,3,3,2,3,4,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,24,Personal Travel,Eco,231,4,4,0,5,4,0,4,4,5,5,5,5,4,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,27,Business travel,Business,862,3,2,2,3,2,2,4,2,3,5,5,5,5,2,8,11.0,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Eco,944,4,2,2,2,4,4,4,4,4,4,4,4,3,4,0,0.0,satisfied
Female,Loyal Customer,50,Business travel,Business,679,2,2,2,2,2,5,4,3,3,4,3,3,3,5,0,0.0,satisfied
Female,Loyal Customer,20,Personal Travel,Eco Plus,1521,2,4,3,3,1,3,3,1,4,3,4,3,5,1,0,0.0,neutral or dissatisfied
Female,disloyal Customer,48,Business travel,Business,628,5,5,5,2,5,5,5,5,4,4,4,3,5,5,0,0.0,satisfied
Female,Loyal Customer,40,Business travel,Business,2089,1,1,1,1,4,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
Male,disloyal Customer,49,Business travel,Business,1192,2,2,2,2,5,2,5,5,4,3,4,4,4,5,17,33.0,neutral or dissatisfied
Male,Loyal Customer,69,Business travel,Eco Plus,409,3,2,4,2,3,3,3,3,1,4,3,4,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,36,Business travel,Business,315,3,3,3,3,5,5,4,5,5,5,5,3,5,4,3,13.0,satisfied
Female,Loyal Customer,56,Business travel,Eco,563,5,4,4,4,5,5,5,5,5,5,5,2,5,5,0,0.0,satisfied
Female,Loyal Customer,57,Business travel,Business,2234,1,1,1,1,3,4,4,4,4,4,4,3,4,4,0,0.0,satisfied
Male,Loyal Customer,45,Business travel,Business,480,4,4,4,4,2,5,5,4,4,4,4,3,4,5,0,0.0,satisfied
Female,Loyal Customer,55,Business travel,Business,255,2,2,2,2,5,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
Female,Loyal Customer,58,Business travel,Eco,1065,2,3,3,3,4,4,3,2,2,2,2,4,2,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Eco,395,5,5,5,5,5,5,5,5,2,4,3,3,1,5,0,0.0,satisfied
Female,Loyal Customer,68,Personal Travel,Eco,1111,2,5,2,2,2,5,5,5,5,2,5,4,5,5,37,29.0,neutral or dissatisfied
Female,Loyal Customer,60,Personal Travel,Eco,349,2,5,1,3,1,2,5,3,3,1,3,1,3,3,26,30.0,neutral or dissatisfied
